incident_id,description,reported_date,reported_by_user_id,camera_id
347,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 298, location ID: 99. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-25,68,298
348,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 133, location ID: 45. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-04-21,376,133
349,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 245, location ID: 36. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-09-21,72,245
350,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 190, location ID: 308. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-09-10,210,190
351,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 354, location ID: 491. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-05-20,229,354
352,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 414, location ID: 85. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-01-17,158,414
353,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 115, location ID: 25. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-05-14,27,115
354,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 471, location ID: 11. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-01,323,471
355,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 310, location ID: 391. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-03-20,24,310
356,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 139, location ID: 186. Initial response was documented by hotel security. Severity level used for generation: Critical.",2024-11-15,150,139
357,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 40, location ID: 29. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-05-04,224,40
358,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 449, location ID: 407. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-21,233,449
359,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 256, location ID: 2. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-12,230,256
360,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 55, location ID: 317. Initial response was documented by hotel security. Severity level used for generation: High.",2024-12-10,355,55
361,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 315, location ID: 287. Initial response was documented by hotel security. Severity level used for generation: High.",2024-05-18,198,315
362,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 117, location ID: 486. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-11-11,313,117
363,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 90, location ID: 298. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-16,496,90
364,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 176, location ID: 84. Initial response was documented by hotel security. Severity level used for generation: High.",2024-05-03,410,176
365,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 371, location ID: 435. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-05-21,185,371
366,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 166, location ID: 34. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-09-06,23,166
367,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 476, location ID: 205. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-07-07,10,476
368,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 7, location ID: 132. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-11-07,467,7
369,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 460, location ID: 456. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-03-29,20,460
370,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 270, location ID: 374. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-01-22,115,270
371,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 100, location ID: 429. Initial response was documented by hotel security. Severity level used for generation: High.",2024-10-09,467,100
372,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 390, location ID: 24. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-09-01,454,390
373,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 472, location ID: 326. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-02-12,5,472
374,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 206, location ID: 281. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-11-30,116,206
375,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 110, location ID: 308. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-06-10,271,110
376,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 206, location ID: 281. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-12-07,26,206
377,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 485, location ID: 84. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-12-20,252,485
378,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 71, location ID: 34. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-11-06,219,71
379,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 309, location ID: 105. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-05-14,250,309
380,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 65, location ID: 486. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-03-27,11,65
381,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 349, location ID: 258. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-04-11,207,349
382,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 138, location ID: 222. Initial response was documented by hotel security. Severity level used for generation: High.",2024-07-10,442,138
383,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 348, location ID: 69. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-23,368,348
384,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 361, location ID: 409. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-03-01,233,361
385,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 67, location ID: 234. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-12-18,31,67
386,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 44, location ID: 126. Initial response was documented by hotel security. Severity level used for generation: High.",2026-05-13,167,44
387,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 357, location ID: 109. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-05-21,164,357
388,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 136, location ID: 102. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-03-13,48,136
389,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 98, location ID: 219. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-05-03,248,98
390,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 312, location ID: 43. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-08-07,281,312
391,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 278, location ID: 297. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-03-10,420,278
392,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 110, location ID: 308. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-01-15,392,110
393,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 62, location ID: 255. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-07-25,64,62
394,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 51, location ID: 217. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-11-22,130,51
395,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 101, location ID: 402. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-05-08,328,101
396,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 407, location ID: 223. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-10-04,439,407
397,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 422, location ID: 418. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-05-09,456,422
398,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 414, location ID: 85. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-17,157,414
399,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 309, location ID: 105. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-05-21,220,309
400,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 15, location ID: 252. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-06-03,259,15
401,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 50, location ID: 141. Initial response was documented by hotel security. Severity level used for generation: High.",2024-05-20,72,50
402,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 48, location ID: 457. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-05-08,33,48
403,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 100, location ID: 429. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-06-29,111,100
404,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 317, location ID: 205. Initial response was documented by hotel security. Severity level used for generation: High.",2025-03-23,60,317
405,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 353, location ID: 206. Initial response was documented by hotel security. Severity level used for generation: High.",2025-12-02,16,353
406,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 426, location ID: 66. Initial response was documented by hotel security. Severity level used for generation: High.",2024-07-08,337,426
407,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 136, location ID: 102. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-24,432,136
408,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 316, location ID: 99. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-07-09,481,316
409,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 142, location ID: 338. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-03,148,142
410,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 173, location ID: 70. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-15,207,173
411,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 294, location ID: 239. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-03-02,167,294
412,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 337, location ID: 397. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-05-21,165,337
413,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 169, location ID: 371. Initial response was documented by hotel security. Severity level used for generation: High.",2025-07-14,78,169
414,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 299, location ID: 380. Initial response was documented by hotel security. Severity level used for generation: High.",2025-11-08,7,299
415,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 309, location ID: 105. Initial response was documented by hotel security. Severity level used for generation: High.",2025-09-26,418,309
416,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 259, location ID: 48. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-09-11,21,259
417,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 73, location ID: 168. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-20,315,73
418,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 21, location ID: 396. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-30,102,21
419,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 47, location ID: 25. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-12-24,457,47
420,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 70, location ID: 444. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-10,322,70
421,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 142, location ID: 338. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-03-08,353,142
422,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 294, location ID: 239. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-01-25,249,294
423,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 49, location ID: 409. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-03-23,11,49
424,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 321, location ID: 331. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-09-27,84,321
425,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 50, location ID: 141. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-08-19,195,50
426,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 337, location ID: 397. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-01,104,337
427,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 500, location ID: 228. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-08-01,273,500
428,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 421, location ID: 278. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-01-26,52,421
429,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 217, location ID: 205. Initial response was documented by hotel security. Severity level used for generation: Critical.",2025-05-27,97,217
430,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 293, location ID: 70. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-04-07,293,293
431,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 321, location ID: 331. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-11-19,121,321
432,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 177, location ID: 338. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-04-14,308,177
433,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 330, location ID: 329. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-11,393,330
434,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 361, location ID: 409. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-11-08,9,361
435,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 221, location ID: 373. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-04-02,364,221
436,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 429, location ID: 244. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-07-04,189,429
437,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 201, location ID: 229. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-10-14,267,201
438,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 35, location ID: 40. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-05-27,164,35
439,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 410, location ID: 149. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-19,43,410
440,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 91, location ID: 152. Initial response was documented by hotel security. Severity level used for generation: Critical.",2024-07-20,154,91
441,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 350, location ID: 289. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-06-10,461,350
442,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 486, location ID: 387. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-07-10,432,486
443,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 336, location ID: 227. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-07-14,153,336
444,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 359, location ID: 422. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-03-10,192,359
445,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 432, location ID: 443. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-12-02,410,432
446,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 121, location ID: 482. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-07-04,297,121
447,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 58, location ID: 361. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-10,408,58
448,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 428, location ID: 206. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-01-14,328,428
449,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 473, location ID: 246. Initial response was documented by hotel security. Severity level used for generation: High.",2025-07-09,89,473
450,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 159, location ID: 443. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-23,248,159
451,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 296, location ID: 368. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-06-08,407,296
452,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 295, location ID: 403. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-04-28,79,295
453,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 290, location ID: 401. Initial response was documented by hotel security. Severity level used for generation: High.",2025-08-15,143,290
454,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 458, location ID: 183. Initial response was documented by hotel security. Severity level used for generation: High.",2025-07-11,351,458
455,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 18, location ID: 452. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-09-09,419,18
456,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 404, location ID: 366. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-11-16,216,404
457,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 211, location ID: 98. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-08-19,212,211
458,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 321, location ID: 331. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-01-04,328,321
459,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 172, location ID: 71. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-04-26,267,172
460,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 308, location ID: 362. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-08-10,268,308
461,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 133, location ID: 45. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-02-18,445,133
462,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 189, location ID: 166. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-07-17,123,189
463,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 314, location ID: 11. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-01-27,188,314
464,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 34, location ID: 221. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-01-24,97,34
465,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 196, location ID: 468. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-06-08,459,196
466,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 141, location ID: 56. Initial response was documented by hotel security. Severity level used for generation: High.",2026-01-27,122,141
467,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 174, location ID: 86. Initial response was documented by hotel security. Severity level used for generation: Critical.",2024-05-19,480,174
468,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 52, location ID: 293. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-04-14,10,52
469,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 387, location ID: 376. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-06-08,329,387
470,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 297, location ID: 256. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-12-31,259,297
471,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 261, location ID: 106. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-02-24,277,261
472,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 202, location ID: 384. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-03-08,138,202
473,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 433, location ID: 343. Initial response was documented by hotel security. Severity level used for generation: Critical.",2026-02-19,256,433
474,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 447, location ID: 8. Initial response was documented by hotel security. Severity level used for generation: High.",2025-07-13,277,447
475,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 410, location ID: 149. Initial response was documented by hotel security. Severity level used for generation: High.",2025-06-18,124,410
476,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 174, location ID: 86. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-24,87,174
477,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 83, location ID: 381. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-01-03,128,83
478,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 191, location ID: 156. Initial response was documented by hotel security. Severity level used for generation: High.",2025-04-09,323,191
479,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 485, location ID: 84. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-11-08,62,485
480,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 152, location ID: 83. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-08-13,88,152
481,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 369, location ID: 411. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-05-27,170,369
482,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 25, location ID: 354. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-05-04,169,25
483,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 311, location ID: 403. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-01-14,3,311
484,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 31, location ID: 195. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-04-07,485,31
485,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 481, location ID: 356. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-05-08,2,481
486,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 398, location ID: 26. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-05-22,396,398
487,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 94, location ID: 302. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-12-15,150,94
488,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 23, location ID: 324. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-01-03,23,23
489,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 242, location ID: 458. Initial response was documented by hotel security. Severity level used for generation: Medium.",2026-03-30,341,242
490,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 209, location ID: 261. Initial response was documented by hotel security. Severity level used for generation: Low.",2026-01-17,307,209
491,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 229, location ID: 149. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-03-19,345,229
492,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 499, location ID: 208. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-08-04,222,499
493,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 251, location ID: 266. Initial response was documented by hotel security. Severity level used for generation: Low.",2025-07-31,170,251
494,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 92, location ID: 249. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-06-12,110,92
495,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 409, location ID: 35. Initial response was documented by hotel security. Severity level used for generation: Medium.",2024-12-02,306,409
496,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 328, location ID: 455. Initial response was documented by hotel security. Severity level used for generation: High.",2026-02-11,198,328
497,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 392, location ID: 265. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-11-20,9,392
498,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 225, location ID: 145. Initial response was documented by hotel security. Severity level used for generation: Medium.",2025-11-26,21,225
499,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 73, location ID: 168. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-06-08,490,73
500,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 35, location ID: 40. Initial response was documented by hotel security. Severity level used for generation: Low.",2024-09-29,318,35
