incident_id,title,description,severity,reported_date,status,user_id,camera_id
328,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 421, location ID: 278. Initial response was documented by hotel security.",Medium,2025-08-16,In Progress,158,421
329,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 110, location ID: 308. Initial response was documented by hotel security.",Medium,2025-01-15,Open,199,110
330,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 44, location ID: 126. Initial response was documented by hotel security.",Low,2024-09-04,Resolved,428,44
331,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 436, location ID: 204. Initial response was documented by hotel security.",Low,2025-11-22,Resolved,8,436
332,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 370, location ID: 110. Initial response was documented by hotel security.",Medium,2026-02-14,Resolved,365,370
333,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 490, location ID: 255. Initial response was documented by hotel security.",Low,2025-08-23,Resolved,456,490
334,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 414, location ID: 85. Initial response was documented by hotel security.",Low,2025-04-17,Resolved,403,414
335,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 309, location ID: 105. Initial response was documented by hotel security.",Low,2024-05-21,Resolved,266,309
336,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 18, location ID: 452. Initial response was documented by hotel security.",Low,2025-09-29,In Progress,486,18
337,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 11, location ID: 374. Initial response was documented by hotel security.",Medium,2024-09-20,Resolved,32,11
338,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 33, location ID: 155. Initial response was documented by hotel security.",Low,2025-05-26,In Progress,214,33
339,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 111, location ID: 166. Initial response was documented by hotel security.",Low,2026-02-06,Resolved,317,111
340,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 356, location ID: 52. Initial response was documented by hotel security.",Low,2024-09-30,Open,291,356
341,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 426, location ID: 66. Initial response was documented by hotel security.",Low,2024-07-08,In Progress,149,426
342,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 363, location ID: 57. Initial response was documented by hotel security.",Medium,2024-05-14,Resolved,316,363
343,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 399, location ID: 119. Initial response was documented by hotel security.",Medium,2025-01-09,Resolved,473,399
344,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 52, location ID: 293. Initial response was documented by hotel security.",Medium,2025-12-06,Resolved,173,52
345,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 202, location ID: 384. Initial response was documented by hotel security.",Low,2024-12-05,In Progress,408,202
346,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 260, location ID: 254. Initial response was documented by hotel security.",High,2026-03-06,Resolved,337,260
347,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 408, location ID: 442. Initial response was documented by hotel security.",High,2026-01-23,Resolved,169,408
348,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 316, location ID: 99. Initial response was documented by hotel security.",Medium,2025-05-26,In Progress,279,316
349,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 309, location ID: 105. Initial response was documented by hotel security.",Low,2025-09-26,Resolved,198,309
350,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 21, location ID: 396. Initial response was documented by hotel security.",Medium,2025-02-22,Resolved,73,21
351,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 21, location ID: 396. Initial response was documented by hotel security.",Low,2024-05-30,Resolved,454,21
352,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 47, location ID: 25. Initial response was documented by hotel security.",Low,2025-12-24,Resolved,205,47
353,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 322, location ID: 330. Initial response was documented by hotel security.",Low,2024-04-30,Resolved,142,322
354,Theft report under investigation,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 5, location ID: 490. Initial response was documented by hotel security.",High,2025-12-07,Resolved,249,5
355,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 49, location ID: 409. Initial response was documented by hotel security.",Low,2025-03-23,Resolved,33,49
356,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 321, location ID: 331. Initial response was documented by hotel security.",Medium,2024-09-27,Resolved,407,321
357,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 50, location ID: 141. Initial response was documented by hotel security.",Medium,2025-08-19,Resolved,46,50
358,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 197, location ID: 9. Initial response was documented by hotel security.",Low,2024-11-10,Resolved,273,197
359,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 421, location ID: 278. Initial response was documented by hotel security.",Medium,2025-01-26,Resolved,386,421
360,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 197, location ID: 9. Initial response was documented by hotel security.",Low,2024-11-09,In Progress,131,197
361,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 327, location ID: 440. Initial response was documented by hotel security.",Medium,2025-06-01,In Progress,285,327
362,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 187, location ID: 343. Initial response was documented by hotel security.",Low,2025-04-17,Resolved,308,187
363,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 330, location ID: 329. Initial response was documented by hotel security.",Low,2025-04-11,Open,11,330
364,Major evacuation procedure,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 361, location ID: 409. Initial response was documented by hotel security.",Critical,2024-11-08,Resolved,207,361
365,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 387, location ID: 376. Initial response was documented by hotel security.",Medium,2025-04-02,Open,448,387
366,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 429, location ID: 244. Initial response was documented by hotel security.",Medium,2025-07-04,Resolved,195,429
367,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 201, location ID: 229. Initial response was documented by hotel security.",High,2025-10-14,In Progress,281,201
368,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 412, location ID: 71. Initial response was documented by hotel security.",Medium,2026-05-27,Resolved,129,412
369,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 410, location ID: 149. Initial response was documented by hotel security.",High,2025-04-19,Resolved,394,410
370,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 41, location ID: 310. Initial response was documented by hotel security.",Low,2025-03-02,Resolved,244,41
371,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 461, location ID: 172. Initial response was documented by hotel security.",High,2024-06-06,Resolved,486,461
372,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 477, location ID: 462. Initial response was documented by hotel security.",Medium,2024-08-10,In Progress,38,477
373,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 61, location ID: 331. Initial response was documented by hotel security.",Low,2026-04-16,In Progress,192,61
374,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 432, location ID: 443. Initial response was documented by hotel security.",Low,2024-12-02,In Progress,429,432
375,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 121, location ID: 482. Initial response was documented by hotel security.",High,2025-07-04,In Progress,122,121
376,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 388, location ID: 43. Initial response was documented by hotel security.",Medium,2025-09-10,In Progress,310,388
377,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 473, location ID: 246. Initial response was documented by hotel security.",Low,2025-07-09,Resolved,9,473
378,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 362, location ID: 139. Initial response was documented by hotel security.",Low,2025-09-07,Resolved,329,362
379,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 296, location ID: 368. Initial response was documented by hotel security.",Medium,2025-06-08,Resolved,275,296
380,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 371, location ID: 435. Initial response was documented by hotel security.",Low,2024-12-12,In Progress,237,371
381,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 458, location ID: 183. Initial response was documented by hotel security.",Low,2025-07-11,Open,172,458
382,Theft report under investigation,"A theft report was opened and CCTV footage was reviewed by the security team. Related camera ID: 18, location ID: 452. Initial response was documented by hotel security.",High,2025-09-09,Resolved,442,18
383,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 216, location ID: 177. Initial response was documented by hotel security.",Medium,2025-09-03,Resolved,211,216
384,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 151, location ID: 272. Initial response was documented by hotel security.",Medium,2025-10-31,Open,103,151
385,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 328, location ID: 455. Initial response was documented by hotel security.",High,2024-05-18,Resolved,172,328
386,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 256, location ID: 2. Initial response was documented by hotel security.",Medium,2026-01-04,Open,385,256
387,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 113, location ID: 279. Initial response was documented by hotel security.",Medium,2025-01-20,In Progress,445,113
388,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 189, location ID: 166. Initial response was documented by hotel security.",Medium,2024-07-17,Resolved,271,189
389,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 188, location ID: 68. Initial response was documented by hotel security.",Low,2025-06-16,Resolved,34,188
390,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 296, location ID: 368. Initial response was documented by hotel security.",High,2025-07-20,Resolved,20,296
391,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 141, location ID: 56. Initial response was documented by hotel security.",High,2026-01-27,Resolved,429,141
392,Medical emergency support,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 174, location ID: 86. Initial response was documented by hotel security.",Critical,2024-05-19,In Progress,398,174
393,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 358, location ID: 38. Initial response was documented by hotel security.",Low,2024-05-18,Resolved,211,358
394,Fire alarm security response,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 329, location ID: 269. Initial response was documented by hotel security.",Critical,2024-05-08,In Progress,35,329
395,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 168, location ID: 213. Initial response was documented by hotel security.",Medium,2025-10-02,In Progress,277,168
396,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 202, location ID: 384. Initial response was documented by hotel security.",Medium,2026-03-08,Resolved,396,202
397,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 344, location ID: 78. Initial response was documented by hotel security.",Medium,2026-04-02,In Progress,347,344
398,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 277, location ID: 242. Initial response was documented by hotel security.",Low,2026-01-15,In Progress,479,277
399,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 410, location ID: 149. Initial response was documented by hotel security.",Medium,2025-06-18,Resolved,227,410
400,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 13, location ID: 318. Initial response was documented by hotel security.",Low,2024-10-19,In Progress,487,13
401,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 307, location ID: 384. Initial response was documented by hotel security.",Low,2025-01-09,In Progress,84,307
402,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 323, location ID: 468. Initial response was documented by hotel security.",Medium,2024-09-08,Resolved,485,323
403,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 95, location ID: 50. Initial response was documented by hotel security.",Low,2025-11-13,In Progress,180,95
404,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 88, location ID: 149. Initial response was documented by hotel security.",Low,2025-03-02,Open,51,88
405,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 187, location ID: 343. Initial response was documented by hotel security.",High,2025-02-26,Resolved,368,187
406,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 343, location ID: 59. Initial response was documented by hotel security.",Low,2025-05-14,In Progress,416,343
407,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 470, location ID: 60. Initial response was documented by hotel security.",High,2025-06-04,Resolved,31,470
408,Medical emergency support,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 485, location ID: 84. Initial response was documented by hotel security.",Critical,2025-07-14,Resolved,481,485
409,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 442, location ID: 44. Initial response was documented by hotel security.",Low,2025-01-10,In Progress,398,442
410,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 212, location ID: 26. Initial response was documented by hotel security.",Low,2024-11-02,Resolved,150,212
411,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 23, location ID: 324. Initial response was documented by hotel security.",Low,2026-01-03,Resolved,281,23
412,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 350, location ID: 289. Initial response was documented by hotel security.",Low,2026-03-12,Resolved,283,350
413,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 209, location ID: 261. Initial response was documented by hotel security.",Medium,2026-01-17,In Progress,180,209
414,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 162, location ID: 247. Initial response was documented by hotel security.",Low,2026-03-20,Resolved,227,162
415,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 459, location ID: 229. Initial response was documented by hotel security.",Medium,2024-05-30,Resolved,251,459
416,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 216, location ID: 177. Initial response was documented by hotel security.",Medium,2025-02-01,Resolved,458,216
417,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 233, location ID: 25. Initial response was documented by hotel security.",Medium,2024-09-23,Resolved,306,233
418,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 328, location ID: 455. Initial response was documented by hotel security.",High,2026-02-11,Resolved,92,328
419,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 392, location ID: 265. Initial response was documented by hotel security.",Medium,2024-11-20,Resolved,269,392
420,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 439, location ID: 327. Initial response was documented by hotel security.",Low,2025-11-26,Resolved,156,439
421,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 434, location ID: 147. Initial response was documented by hotel security.",Low,2024-06-08,Resolved,320,434
422,Medical emergency support,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 35, location ID: 40. Initial response was documented by hotel security.",Critical,2024-09-29,In Progress,328,35
423,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 127, location ID: 105. Initial response was documented by hotel security.",Medium,2025-01-08,Resolved,331,127
424,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 127, location ID: 105. Initial response was documented by hotel security.",Low,2025-06-28,Open,350,127
425,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 61, location ID: 331. Initial response was documented by hotel security.",Medium,2024-12-18,In Progress,230,61
426,Fire alarm security response,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 258, location ID: 144. Initial response was documented by hotel security.",Critical,2026-02-02,Resolved,327,258
427,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 475, location ID: 144. Initial response was documented by hotel security.",Low,2025-02-17,Resolved,431,475
428,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 101, location ID: 402. Initial response was documented by hotel security.",High,2025-12-10,Resolved,334,101
429,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 196, location ID: 468. Initial response was documented by hotel security.",Low,2024-05-11,Resolved,282,196
430,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 278, location ID: 297. Initial response was documented by hotel security.",Medium,2025-03-13,Resolved,119,278
431,Fire alarm security response,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 402, location ID: 262. Initial response was documented by hotel security.",Critical,2025-02-26,Resolved,7,402
432,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 166, location ID: 34. Initial response was documented by hotel security.",High,2024-08-23,Resolved,148,166
433,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 398, location ID: 26. Initial response was documented by hotel security.",High,2025-02-09,Resolved,79,398
434,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 264, location ID: 210. Initial response was documented by hotel security.",Medium,2025-07-23,Resolved,123,264
435,Server room access violation,"Unauthorized access attempt was detected near the server room and escalated to management. Related camera ID: 325, location ID: 195. Initial response was documented by hotel security.",High,2025-10-01,Resolved,19,325
436,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 119, location ID: 480. Initial response was documented by hotel security.",Low,2024-12-15,In Progress,430,119
437,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 446, location ID: 378. Initial response was documented by hotel security.",Low,2026-02-26,Resolved,179,446
438,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 67, location ID: 234. Initial response was documented by hotel security.",Low,2026-01-27,In Progress,291,67
439,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 27, location ID: 99. Initial response was documented by hotel security.",Medium,2025-10-09,Resolved,261,27
440,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 243, location ID: 113. Initial response was documented by hotel security.",Low,2025-05-28,Resolved,352,243
441,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 352, location ID: 139. Initial response was documented by hotel security.",Low,2024-06-16,Resolved,250,352
442,Fire alarm security response,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 145, location ID: 243. Initial response was documented by hotel security.",Critical,2024-09-26,Resolved,431,145
443,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 263, location ID: 128. Initial response was documented by hotel security.",Medium,2025-08-22,In Progress,135,263
444,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 464, location ID: 170. Initial response was documented by hotel security.",Low,2024-06-06,In Progress,225,464
445,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 66, location ID: 152. Initial response was documented by hotel security.",Medium,2024-12-01,Resolved,163,66
446,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 198, location ID: 437. Initial response was documented by hotel security.",Low,2024-05-23,Resolved,74,198
447,Critical server room breach attempt,"A critical access attempt to the server room was denied and escalated immediately. Related camera ID: 43, location ID: 156. Initial response was documented by hotel security.",Critical,2025-01-29,Open,195,43
448,Major evacuation procedure,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 218, location ID: 200. Initial response was documented by hotel security.",Critical,2024-08-12,Open,402,218
449,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 488, location ID: 305. Initial response was documented by hotel security.",Low,2024-10-03,In Progress,428,488
450,Major evacuation procedure,"Security initiated support procedures for a major evacuation drill or emergency event. Related camera ID: 191, location ID: 156. Initial response was documented by hotel security.",Critical,2025-05-04,Resolved,237,191
451,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 117, location ID: 486. Initial response was documented by hotel security.",High,2024-11-24,Resolved,235,117
452,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 179, location ID: 96. Initial response was documented by hotel security.",Medium,2025-06-27,Resolved,32,179
453,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 261, location ID: 106. Initial response was documented by hotel security.",Medium,2025-02-16,In Progress,217,261
454,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 230, location ID: 353. Initial response was documented by hotel security.",Low,2026-01-01,Open,317,230
455,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 340, location ID: 419. Initial response was documented by hotel security.",Low,2024-12-25,Resolved,455,340
456,Fire alarm security response,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 217, location ID: 205. Initial response was documented by hotel security.",Critical,2025-02-15,Resolved,361,217
457,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 72, location ID: 235. Initial response was documented by hotel security.",Medium,2025-11-27,In Progress,468,72
458,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 130, location ID: 42. Initial response was documented by hotel security.",Low,2025-08-20,Resolved,218,130
459,Critical server room breach attempt,"A critical access attempt to the server room was denied and escalated immediately. Related camera ID: 495, location ID: 384. Initial response was documented by hotel security.",Critical,2026-01-27,Resolved,453,495
460,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 328, location ID: 455. Initial response was documented by hotel security.",Low,2024-05-07,In Progress,182,328
461,Unattended luggage,"Unattended luggage was reported by hotel staff and inspected by security. Related camera ID: 357, location ID: 109. Initial response was documented by hotel security.",Low,2025-02-02,Resolved,428,357
462,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 476, location ID: 205. Initial response was documented by hotel security.",Low,2025-08-17,Resolved,457,476
463,Emergency exit forced open,"An emergency exit door was opened without authorization and the area was inspected. Related camera ID: 4, location ID: 139. Initial response was documented by hotel security.",High,2024-09-28,Resolved,443,4
464,Fire alarm security response,"Security responded to a fire alarm and coordinated with maintenance and management. Related camera ID: 36, location ID: 225. Initial response was documented by hotel security.",Critical,2025-12-27,Resolved,491,36
465,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 451, location ID: 288. Initial response was documented by hotel security.",High,2025-09-06,In Progress,317,451
466,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 425, location ID: 281. Initial response was documented by hotel security.",Low,2025-08-20,Resolved,67,425
467,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 490, location ID: 255. Initial response was documented by hotel security.",Medium,2025-03-11,Resolved,407,490
468,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 290, location ID: 401. Initial response was documented by hotel security.",Low,2025-10-01,Open,373,290
469,Medical emergency support,"Security supported emergency response procedures for a medical incident on hotel premises. Related camera ID: 248, location ID: 62. Initial response was documented by hotel security.",Critical,2025-04-03,Resolved,498,248
470,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 59, location ID: 54. Initial response was documented by hotel security.",High,2025-06-13,Open,73,59
471,Critical server room breach attempt,"A critical access attempt to the server room was denied and escalated immediately. Related camera ID: 406, location ID: 67. Initial response was documented by hotel security.",Critical,2024-12-24,In Progress,185,406
472,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 99, location ID: 58. Initial response was documented by hotel security.",Low,2026-05-29,Resolved,73,99
473,Guest room corridor disturbance,"Repeated disturbance was reported in a guest corridor and security responded. Related camera ID: 374, location ID: 462. Initial response was documented by hotel security.",High,2025-08-17,In Progress,321,374
474,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 289, location ID: 127. Initial response was documented by hotel security.",Medium,2024-05-17,Resolved,364,289
475,Lost guest keycard,"Guest reported a missing keycard. Access permissions were reviewed and the card was blocked. Related camera ID: 332, location ID: 293. Initial response was documented by hotel security.",Low,2026-05-14,Open,117,332
476,Minor door alarm,"A guest corridor door alarm was triggered and checked by the security team. Related camera ID: 348, location ID: 69. Initial response was documented by hotel security.",Low,2024-08-18,Resolved,236,348
477,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 372, location ID: 336. Initial response was documented by hotel security.",Medium,2025-10-14,Resolved,211,372
478,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 80, location ID: 22. Initial response was documented by hotel security.",Medium,2024-07-27,In Progress,425,80
479,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 217, location ID: 205. Initial response was documented by hotel security.",Low,2024-11-02,Resolved,37,217
480,Suspicious activity near restricted area,"CCTV operator noticed suspicious movement near a restricted hotel area. Related camera ID: 66, location ID: 152. Initial response was documented by hotel security.",Medium,2025-06-21,Open,303,66
481,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 164, location ID: 215. Initial response was documented by hotel security.",Medium,2025-06-04,Resolved,340,164
482,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 394, location ID: 122. Initial response was documented by hotel security.",Low,2026-04-14,Resolved,323,394
483,Unauthorized staff-only access attempt,"A person attempted to enter a staff-only area without proper authorization. Related camera ID: 65, location ID: 486. Initial response was documented by hotel security.",Medium,2025-09-02,Resolved,413,65
484,Critical server room breach attempt,"A critical access attempt to the server room was denied and escalated immediately. Related camera ID: 319, location ID: 438. Initial response was documented by hotel security.",Critical,2024-05-21,Resolved,261,319
485,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 150, location ID: 289. Initial response was documented by hotel security.",Medium,2025-11-20,Resolved,51,150
486,Guest assistance request,"Security assisted a guest with access verification and escort to the correct area. Related camera ID: 141, location ID: 56. Initial response was documented by hotel security.",Low,2025-04-06,Resolved,122,141
487,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 449, location ID: 407. Initial response was documented by hotel security.",Medium,2026-03-11,Resolved,186,449
488,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 302, location ID: 319. Initial response was documented by hotel security.",Medium,2024-10-11,Resolved,434,302
489,Parking gate dispute,"Security handled a dispute at the parking gate and documented the access event. Related camera ID: 22, location ID: 96. Initial response was documented by hotel security.",Medium,2024-05-04,In Progress,126,22
490,Vendor access issue,"A vendor arrived outside approved access hours and required security validation. Related camera ID: 212, location ID: 26. Initial response was documented by hotel security.",Medium,2024-08-27,Resolved,332,212
